y,Output,USO0,DJIA0,UNG0,USO1,DJIA1,UNG1,USO2,DJIA2,UNG2,USO3,DJIA3,UNG3,USO4,DJIA4,UNG4
761,-0.04,0.17,0.12,-0.26,0.13,0.3,-0.06,-0.68,-1.06,0.02,-0.24,0.6,-0.09,-0.05,0.14,0.05
762,0.16,-0.04,0.77,-0.18,0.17,0.12,-0.26,0.13,0.3,-0.06,-0.68,-1.06,0.02,-0.24,0.6,-0.09
763,-0.01,0.16,0.45,-0.27,-0.04,0.77,-0.18,0.17,0.12,-0.26,0.13,0.3,-0.06,-0.68,-1.06,0.02
764,0.22,-0.01,0.31,0.14,0.16,0.45,-0.27,-0.04,0.77,-0.18,0.17,0.12,-0.26,0.13,0.3,-0.06
765,0.3,0.22,-0.09,-0.16,-0.01,0.31,0.14,0.16,0.45,-0.27,-0.04,0.77,-0.18,0.17,0.12,-0.26
766,0.84,0.3,0.65,-0.29,0.22,-0.09,-0.16,-0.01,0.31,0.14,0.16,0.45,-0.27,-0.04,0.77,-0.18
767,0.5,0.84,0.9,0.17,0.3,0.65,-0.29,0.22,-0.09,-0.16,-0.01,0.31,0.14,0.16,0.45,-0.27
768,-0.08,0.5,-0.99,0.01,0.84,0.9,0.17,0.3,0.65,-0.29,0.22,-0.09,-0.16,-0.01,0.31,0.14
769,-0.84,-0.08,-0.15,-0.18,0.5,-0.99,0.01,0.84,0.9,0.17,0.3,0.65,-0.29,0.22,-0.09,-0.16
770,0.06,-0.84,-0.31,0.02,-0.08,-0.15,-0.18,0.5,-0.99,0.01,0.84,0.9,0.17,0.3,0.65,-0.29
771,0.15,0.06,0.85,0.15,-0.84,-0.31,0.02,-0.08,-0.15,-0.18,0.5,-0.99,0.01,0.84,0.9,0.17
772,0.52,0.15,1.16,-0.02,0.06,0.85,0.15,-0.84,-0.31,0.02,-0.08,-0.15,-0.18,0.5,-0.99,0.01
773,-0.89,0.52,1,0,0.15,1.16,-0.02,0.06,0.85,0.15,-0.84,-0.31,0.02,-0.08,-0.15,-0.18
774,0.67,-0.89,-1.44,-0.22,0.52,1,0,0.15,1.16,-0.02,0.06,0.85,0.15,-0.84,-0.31,0.02
775,-0.01,0.67,2.23,0.1,-0.89,-1.44,-0.22,0.52,1,0,0.15,1.16,-0.02,0.06,0.85,0.15
776,-0.21,-0.01,0.21,-0.01,0.67,2.23,0.1,-0.89,-1.44,-0.22,0.52,1,0,0.15,1.16,-0.02
777,-0.11,-0.21,-2,-0.09,-0.01,0.21,-0.01,0.67,2.23,0.1,-0.89,-1.44,-0.22,0.52,1,0
778,0.09,-0.11,-0.02,0.47,-0.21,-2,-0.09,-0.01,0.21,-0.01,0.67,2.23,0.1,-0.89,-1.44,-0.22
779,0.24,0.09,0.22,-0.06,-0.11,-0.02,0.47,-0.21,-2,-0.09,-0.01,0.21,-0.01,0.67,2.23,0.1
780,-0.31,0.24,0.51,-0.14,0.09,0.22,-0.06,-0.11,-0.02,0.47,-0.21,-2,-0.09,-0.01,0.21,-0.01
781,0.25,-0.31,0.4,0,0.24,0.51,-0.14,0.09,0.22,-0.06,-0.11,-0.02,0.47,-0.21,-2,-0.09
782,0.25,0.25,0.65,0.03,-0.31,0.4,0,0.24,0.51,-0.14,0.09,0.22,-0.06,-0.11,-0.02,0.47
783,0.75,0.25,0.61,-0.29,0.25,0.65,0.03,-0.31,0.4,0,0.24,0.51,-0.14,0.09,0.22,-0.06
784,-0.45,0.75,2.75,-0.08,0.25,0.61,-0.29,0.25,0.65,0.03,-0.31,0.4,0,0.24,0.51,-0.14
785,-0.35,-0.45,-0.54,-0.29,0.75,2.75,-0.08,0.25,0.61,-0.29,0.25,0.65,0.03,-0.31,0.4,0
786,-0.76,-0.35,-0.66,-0.27,-0.45,-0.54,-0.29,0.75,2.75,-0.08,0.25,0.61,-0.29,0.25,0.65,0.03
787,-0.24,-0.76,-0.41,0.34,-0.35,-0.66,-0.27,-0.45,-0.54,-0.29,0.75,2.75,-0.08,0.25,0.61,-0.29
788,-0.06,-0.24,-0.78,0.09,-0.76,-0.41,0.34,-0.35,-0.66,-0.27,-0.45,-0.54,-0.29,0.75,2.75,-0.08
789,-0.13,-0.06,-1.46,-0.16,-0.24,-0.78,0.09,-0.76,-0.41,0.34,-0.35,-0.66,-0.27,-0.45,-0.54,-0.29
790,0.69,-0.13,-0.25,-0.05,-0.06,-1.46,-0.16,-0.24,-0.78,0.09,-0.76,-0.41,0.34,-0.35,-0.66,-0.27
791,-0.01,0.69,-0.08,0.15,-0.13,-0.25,-0.05,-0.06,-1.46,-0.16,-0.24,-0.78,0.09,-0.76,-0.41,0.34
792,-0.34,-0.01,-0.95,-0.14,0.69,-0.08,0.15,-0.13,-0.25,-0.05,-0.06,-1.46,-0.16,-0.24,-0.78,0.09
793,-0.39,-0.34,-0.09,-0.02,-0.01,-0.95,-0.14,0.69,-0.08,0.15,-0.13,-0.25,-0.05,-0.06,-1.46,-0.16
794,-0.64,-0.39,-1.57,-0.06,-0.34,-0.09,-0.02,-0.01,-0.95,-0.14,0.69,-0.08,0.15,-0.13,-0.25,-0.05
795,0.45,-0.64,-1.28,-0.47,-0.39,-1.57,-0.06,-0.34,-0.09,-0.02,-0.01,-0.95,-0.14,0.69,-0.08,0.15
796,-0.46,0.45,-0.02,-0.13,-0.64,-1.28,-0.47,-0.39,-1.57,-0.06,-0.34,-0.09,-0.02,-0.01,-0.95,-0.14
797,0.42,-0.46,0.05,0.04,0.45,-0.02,-0.13,-0.64,-1.28,-0.47,-0.39,-1.57,-0.06,-0.34,-0.09,-0.02
798,0.57,0.42,0.6,-0.19,-0.46,0.05,0.04,0.45,-0.02,-0.13,-0.64,-1.28,-0.47,-0.39,-1.57,-0.06
799,-0.39,0.57,1.36,0.15,0.42,0.6,-0.19,-0.46,0.05,0.04,0.45,-0.02,-0.13,-0.64,-1.28,-0.47
800,0.11,-0.39,-0.85,0.15,0.57,1.36,0.15,0.42,0.6,-0.19,-0.46,0.05,0.04,0.45,-0.02,-0.13
801,0.09,0.11,1.24,0.07,-0.39,-0.85,0.15,0.57,1.36,0.15,0.42,0.6,-0.19,-0.46,0.05,0.04
802,0.01,0.09,1.28,-0.08,0.11,1.24,0.07,-0.39,-0.85,0.15,0.57,1.36,0.15,0.42,0.6,-0.19
803,0.25,0.01,-0.83,-0.17,0.09,1.28,-0.08,0.11,1.24,0.07,-0.39,-0.85,0.15,0.57,1.36,0.15
804,-0.28,0.25,1.08,-0.12,0.01,-0.83,-0.17,0.09,1.28,-0.08,0.11,1.24,0.07,-0.39,-0.85,0.15
805,-0.91,-0.28,-1.39,0.26,0.25,1.08,-0.12,0.01,-0.83,-0.17,0.09,1.28,-0.08,0.11,1.24,0.07
806,0.61,-0.91,-1.53,0.16,-0.28,-1.39,0.26,0.25,1.08,-0.12,0.01,-0.83,-0.17,0.09,1.28,-0.08
807,0.43,0.61,-0.3,0.49,-0.91,-1.53,0.16,-0.28,-1.39,0.26,0.25,1.08,-0.12,0.01,-0.83,-0.17
808,-0.47,0.43,1.75,0.23,0.61,-0.3,0.49,-0.91,-1.53,0.16,-0.28,-1.39,0.26,0.25,1.08,-0.12
809,-0.15,-0.47,-0.35,-0.33,0.43,1.75,0.23,0.61,-0.3,0.49,-0.91,-1.53,0.16,-0.28,-1.39,0.26
810,0.77,-0.15,-1.12,0.08,-0.47,-0.35,-0.33,0.43,1.75,0.23,0.61,-0.3,0.49,-0.91,-1.53,0.16
811,0.36,0.77,1.28,0.09,-0.15,-1.12,0.08,-0.47,-0.35,-0.33,0.43,1.75,0.23,0.61,-0.3,0.49
812,0.87,0.36,-1.2,-0.03,0.77,1.28,0.09,-0.15,-1.12,0.08,-0.47,-0.35,-0.33,0.43,1.75,0.23
813,-0.23,0.87,1.93,0.12,0.36,-1.2,-0.03,0.77,1.28,0.09,-0.15,-1.12,0.08,-0.47,-0.35,-0.33
814,0.44,-0.23,-0.69,0,0.87,1.93,0.12,0.36,-1.2,-0.03,0.77,1.28,0.09,-0.15,-1.12,0.08
815,-0.22,0.44,2.54,-0.1,-0.23,-0.69,0,0.87,1.93,0.12,0.36,-1.2,-0.03,0.77,1.28,0.09
816,0.24,-0.22,-1.86,0.03,0.44,2.54,-0.1,-0.23,-0.69,0,0.87,1.93,0.12,0.36,-1.2,-0.03
817,-1.04,0.24,-0.19,-0.2,-0.22,-1.86,0.03,0.44,2.54,-0.1,-0.23,-0.69,0,0.87,1.93,0.12
818,-0.57,-1.04,-1.9,-0.21,0.24,-0.19,-0.2,-0.22,-1.86,0.03,0.44,2.54,-0.1,-0.23,-0.69,0
819,-0.85,-0.57,-0.17,0.03,-1.04,-1.9,-0.21,0.24,-0.19,-0.2,-0.22,-1.86,0.03,0.44,2.54,-0.1
820,-0.18,-0.85,-0.94,0,-0.57,-0.17,0.03,-1.04,-1.9,-0.21,0.24,-0.19,-0.2,-0.22,-1.86,0.03
821,-0.12,-0.18,-0.85,0.09,-0.85,-0.94,0,-0.57,-0.17,0.03,-1.04,-1.9,-0.21,0.24,-0.19,-0.2
822,-0.17,-0.12,1.18,0.09,-0.18,-0.85,0.09,-0.85,-0.94,0,-0.57,-0.17,0.03,-1.04,-1.9,-0.21
823,-0.02,-0.17,0.53,0.05,-0.12,1.18,0.09,-0.18,-0.85,0.09,-0.85,-0.94,0,-0.57,-0.17,0.03
824,-0.42,-0.02,0.43,0.05,-0.17,0.53,0.05,-0.12,1.18,0.09,-0.18,-0.85,0.09,-0.85,-0.94,0
825,-0.97,-0.42,-1.24,0.04,-0.02,0.43,0.05,-0.17,0.53,0.05,-0.12,1.18,0.09,-0.18,-0.85,0.09
826,0.08,-0.97,-3.11,-0.09,-0.42,-1.24,0.04,-0.02,0.43,0.05,-0.17,0.53,0.05,-0.12,1.18,0.09
827,-0.96,0.08,0.25,-0.08,-0.97,-3.11,-0.09,-0.42,-1.24,0.04,-0.02,0.43,0.05,-0.17,0.53,0.05
828,0.16,-0.96,-1.15,0.04,0.08,0.25,-0.08,-0.97,-3.11,-0.09,-0.42,-1.24,0.04,-0.02,0.43,0.05
829,-0.09,0.16,0.97,0.15,-0.96,-1.15,0.04,0.08,0.25,-0.08,-0.97,-3.11,-0.09,-0.42,-1.24,0.04
830,0.42,-0.09,-1.71,-0.13,0.16,0.97,0.15,-0.96,-1.15,0.04,0.08,0.25,-0.08,-0.97,-3.11,-0.09
831,0.2,0.42,0.75,-0.52,-0.09,-1.71,-0.13,0.16,0.97,0.15,-0.96,-1.15,0.04,0.08,0.25,-0.08
832,-0.73,0.2,0.17,0.01,0.42,0.75,-0.52,-0.09,-1.71,-0.13,0.16,0.97,0.15,-0.96,-1.15,0.04
833,-0.49,-0.73,-1.89,-0.02,0.2,0.17,0.01,0.42,0.75,-0.52,-0.09,-1.71,-0.13,0.16,0.97,0.15
834,0.92,-0.49,-0.03,0.05,-0.73,-1.89,-0.02,0.2,0.17,0.01,0.42,0.75,-0.52,-0.09,-1.71,-0.13
835,0.58,0.92,0.67,0.28,-0.49,-0.03,0.05,-0.73,-1.89,-0.02,0.2,0.17,0.01,0.42,0.75,-0.52
836,-0.14,0.58,0.74,0.29,0.92,0.67,0.28,-0.49,-0.03,0.05,-0.73,-1.89,-0.02,0.2,0.17,0.01
837,0.1,-0.14,0.02,0.02,0.58,0.74,0.29,0.92,0.67,0.28,-0.49,-0.03,0.05,-0.73,-1.89,-0.02
838,0.43,0.1,-0.12,0.11,-0.14,0.02,0.02,0.58,0.74,0.29,0.92,0.67,0.28,-0.49,-0.03,0.05
839,-0.47,0.43,0.98,-0.11,0.1,-0.12,0.11,-0.14,0.02,0.02,0.58,0.74,0.29,0.92,0.67,0.28
840,-0.18,-0.47,-1.08,0.01,0.43,0.98,-0.11,0.1,-0.12,0.11,-0.14,0.02,0.02,0.58,0.74,0.29
841,0.6,-0.18,0.48,-0.31,-0.47,-1.08,0.01,0.43,0.98,-0.11,0.1,-0.12,0.11,-0.14,0.02,0.02
842,0.02,0.6,0.69,0.03,-0.18,0.48,-0.31,-0.47,-1.08,0.01,0.43,0.98,-0.11,0.1,-0.12,0.11
843,-0.18,0.02,0.25,0.2,0.6,0.69,0.03,-0.18,0.48,-0.31,-0.47,-1.08,0.01,0.43,0.98,-0.11
844,-0.4,-0.18,0.04,-0.1,0.02,0.25,0.2,0.6,0.69,0.03,-0.18,0.48,-0.31,-0.47,-1.08,0.01
845,0.32,-0.4,0.54,0.21,-0.18,0.04,-0.1,0.02,0.25,0.2,0.6,0.69,0.03,-0.18,0.48,-0.31
846,-0.47,0.32,0.66,-0.09,-0.4,0.54,0.21,-0.18,0.04,-0.1,0.02,0.25,0.2,0.6,0.69,0.03
847,0.03,-0.47,-0.5,-0.15,0.32,0.66,-0.09,-0.4,0.54,0.21,-0.18,0.04,-0.1,0.02,0.25,0.2
848,0.55,0.03,0.27,-0.21,-0.47,-0.5,-0.15,0.32,0.66,-0.09,-0.4,0.54,0.21,-0.18,0.04,-0.1
849,0.23,0.55,0.14,0.39,0.03,0.27,-0.21,-0.47,-0.5,-0.15,0.32,0.66,-0.09,-0.4,0.54,0.21
850,-0.11,0.23,0.04,0.38,0.55,0.14,0.39,0.03,0.27,-0.21,-0.47,-0.5,-0.15,0.32,0.66,-0.09
851,0.05,-0.11,-0.21,-0.22,0.23,0.04,0.38,0.55,0.14,0.39,0.03,0.27,-0.21,-0.47,-0.5,-0.15
852,0.64,0.05,0.12,0.2,-0.11,-0.21,-0.22,0.23,0.04,0.38,0.55,0.14,0.39,0.03,0.27,-0.21
853,-0.27,0.64,0.13,-0.06,0.05,0.12,0.2,-0.11,-0.21,-0.22,0.23,0.04,0.38,0.55,0.14,0.39
854,-0.42,-0.27,-0.2,-0.16,0.64,0.13,-0.06,0.05,0.12,0.2,-0.11,-0.21,-0.22,0.23,0.04,0.38
855,-0.05,-0.42,-0.55,-0.14,-0.27,-0.2,-0.16,0.64,0.13,-0.06,0.05,0.12,0.2,-0.11,-0.21,-0.22
856,0.31,-0.05,-0.12,0,-0.42,-0.55,-0.14,-0.27,-0.2,-0.16,0.64,0.13,-0.06,0.05,0.12,0.2
857,1.18,0.31,0.84,0.08,-0.05,-0.12,0,-0.42,-0.55,-0.14,-0.27,-0.2,-0.16,0.64,0.13,-0.06
858,-0.65,1.18,0.84,0.04,0.31,0.84,0.08,-0.05,-0.12,0,-0.42,-0.55,-0.14,-0.27,-0.2,-0.16
859,-0.17,-0.65,-0.79,0.12,1.18,0.84,0.04,0.31,0.84,0.08,-0.05,-0.12,0,-0.42,-0.55,-0.14
860,0.05,-0.17,0.42,-0.36,-0.65,-0.79,0.12,1.18,0.84,0.04,0.31,0.84,0.08,-0.05,-0.12,0
861,0.45,0.05,0.21,-0.05,-0.17,0.42,-0.36,-0.65,-0.79,0.12,1.18,0.84,0.04,0.31,0.84,0.08
862,-0.3,0.45,0.29,-0.03,0.05,0.21,-0.05,-0.17,0.42,-0.36,-0.65,-0.79,0.12,1.18,0.84,0.04
863,-0.65,-0.3,0.27,0.03,0.45,0.29,-0.03,0.05,0.21,-0.05,-0.17,0.42,-0.36,-0.65,-0.79,0.12
864,0.21,-0.65,-0.22,-0.12,-0.3,0.27,0.03,0.45,0.29,-0.03,0.05,0.21,-0.05,-0.17,0.42,-0.36
865,0.33,0.21,0.64,-0.13,-0.65,-0.22,-0.12,-0.3,0.27,0.03,0.45,0.29,-0.03,0.05,0.21,-0.05
866,0.21,0.33,-0.05,0.22,0.21,0.64,-0.13,-0.65,-0.22,-0.12,-0.3,0.27,0.03,0.45,0.29,-0.03
867,-0.22,0.21,0.27,-0.11,0.33,-0.05,0.22,0.21,0.64,-0.13,-0.65,-0.22,-0.12,-0.3,0.27,0.03
868,0.23,-0.22,-0.13,0.09,0.21,0.27,-0.11,0.33,-0.05,0.22,0.21,0.64,-0.13,-0.65,-0.22,-0.12
869,0.07,0.23,0.77,0,-0.22,-0.13,0.09,0.21,0.27,-0.11,0.33,-0.05,0.22,0.21,0.64,-0.13
870,0.33,0.07,0.26,-0.33,0.23,0.77,0,-0.22,-0.13,0.09,0.21,0.27,-0.11,0.33,-0.05,0.22
871,0.2,0.33,-0.26,0.06,0.07,0.26,-0.33,0.23,0.77,0,-0.22,-0.13,0.09,0.21,0.27,-0.11
872,-0.7,0.2,-0.42,-0.02,0.33,-0.26,0.06,0.07,0.26,-0.33,0.23,0.77,0,-0.22,-0.13,0.09
873,0.47,-0.7,0.35,-0.2,0.2,-0.42,-0.02,0.33,-0.26,0.06,0.07,0.26,-0.33,0.23,0.77,0
874,0.26,0.47,-0.05,-0.06,-0.7,0.35,-0.2,0.2,-0.42,-0.02,0.33,-0.26,0.06,0.07,0.26,-0.33
875,0.54,0.26,1.05,-0.04,0.47,-0.05,-0.06,-0.7,0.35,-0.2,0.2,-0.42,-0.02,0.33,-0.26,0.06
876,-0.31,0.54,0.52,-0.07,0.26,1.05,-0.04,0.47,-0.05,-0.06,-0.7,0.35,-0.2,0.2,-0.42,-0.02
877,-0.1,-0.31,-0.74,-0.06,0.54,0.52,-0.07,0.26,1.05,-0.04,0.47,-0.05,-0.06,-0.7,0.35,-0.2
878,0.43,-0.1,-0.54,0.03,-0.31,-0.74,-0.06,0.54,0.52,-0.07,0.26,1.05,-0.04,0.47,-0.05,-0.06
879,0.33,0.43,0.29,0,-0.1,-0.54,0.03,-0.31,-0.74,-0.06,0.54,0.52,-0.07,0.26,1.05,-0.04
880,0.29,0.33,1,-0.23,0.43,0.29,0,-0.1,-0.54,0.03,-0.31,-0.74,-0.06,0.54,0.52,-0.07
881,0.59,0.29,0.22,0.12,0.33,1,-0.23,0.43,0.29,0,-0.1,-0.54,0.03,-0.31,-0.74,-0.06
882,0.16,0.59,0.8,-0.22,0.29,0.22,0.12,0.33,1,-0.23,0.43,0.29,0,-0.1,-0.54,0.03
883,0.2,0.16,0.74,0.14,0.59,0.8,-0.22,0.29,0.22,0.12,0.33,1,-0.23,0.43,0.29,0
884,0.42,0.2,1.16,0,0.16,0.74,0.14,0.59,0.8,-0.22,0.29,0.22,0.12,0.33,1,-0.23
885,0.67,0.42,-0.03,-0.07,0.2,1.16,0,0.16,0.74,0.14,0.59,0.8,-0.22,0.29,0.22,0.12
886,0.01,0.67,0.49,-0.12,0.42,-0.03,-0.07,0.2,1.16,0,0.16,0.74,0.14,0.59,0.8,-0.22
887,-0.76,0.01,-0.78,-0.34,0.67,0.49,-0.12,0.42,-0.03,-0.07,0.2,1.16,0,0.16,0.74,0.14
888,-1.32,-0.76,0.01,-0.09,0.01,-0.78,-0.34,0.67,0.49,-0.12,0.42,-0.03,-0.07,0.2,1.16,0
889,-0.2,-1.32,-1.91,0.01,-0.76,0.01,-0.09,0.01,-0.78,-0.34,0.67,0.49,-0.12,0.42,-0.03,-0.07
890,0.69,-0.2,0.01,-0.18,-1.32,-1.91,0.01,-0.76,0.01,-0.09,0.01,-0.78,-0.34,0.67,0.49,-0.12
891,0.7,0.69,0.93,0.04,-0.2,0.01,-0.18,-1.32,-1.91,0.01,-0.76,0.01,-0.09,0.01,-0.78,-0.34
892,-0.74,0.7,0.63,0.12,0.69,0.93,0.04,-0.2,0.01,-0.18,-1.32,-1.91,0.01,-0.76,0.01,-0.09
893,-0.15,-0.74,-1.01,-0.24,0.7,0.63,0.12,0.69,0.93,0.04,-0.2,0.01,-0.18,-1.32,-1.91,0.01
894,-0.46,-0.15,-1.39,0,-0.74,-1.01,-0.24,0.7,0.63,0.12,0.69,0.93,0.04,-0.2,0.01,-0.18
895,0.13,-0.46,0.63,-0.16,-0.15,-1.39,0,-0.74,-1.01,-0.24,0.7,0.63,0.12,0.69,0.93,0.04
896,0.31,0.13,0.22,-0.12,-0.46,0.63,-0.16,-0.15,-1.39,0,-0.74,-1.01,-0.24,0.7,0.63,0.12
897,-0.73,0.31,-0.48,0.02,0.13,0.22,-0.12,-0.46,0.63,-0.16,-0.15,-1.39,0,-0.74,-1.01,-0.24
898,-0.98,-0.73,-1.75,0.01,0.31,-0.48,0.02,0.13,0.22,-0.12,-0.46,0.63,-0.16,-0.15,-1.39,0
899,-0.34,-0.98,-2.26,-0.05,-0.73,-1.75,0.01,0.31,-0.48,0.02,0.13,0.22,-0.12,-0.46,0.63,-0.16
900,0.86,-0.34,-0.48,-0.05,-0.98,-2.26,-0.05,-0.73,-1.75,0.01,0.31,-0.48,0.02,0.13,0.22,-0.12
901,-0.57,0.86,1.27,0.09,-0.34,-0.48,-0.05,-0.98,-2.26,-0.05,-0.73,-1.75,0.01,0.31,-0.48,0.02
902,-0.24,-0.57,0,0.03,0.86,1.27,0.09,-0.34,-0.48,-0.05,-0.98,-2.26,-0.05,-0.73,-1.75,0.01
903,-0.19,-0.24,-0.93,-0.33,-0.57,0,0.03,0.86,1.27,0.09,-0.34,-0.48,-0.05,-0.98,-2.26,-0.05
904,-0.44,-0.19,0.39,0.41,-0.24,-0.93,-0.33,-0.57,0,0.03,0.86,1.27,0.09,-0.34,-0.48,-0.05
905,-0.55,-0.44,0.42,0.08,-0.19,0.39,0.41,-0.24,-0.93,-0.33,-0.57,0,0.03,0.86,1.27,0.09
906,0.3,-0.55,0.29,-0.12,-0.44,0.42,0.08,-0.19,0.39,0.41,-0.24,-0.93,-0.33,-0.57,0,0.03
907,-0.15,0.3,0.14,0.11,-0.55,0.29,-0.12,-0.44,0.42,0.08,-0.19,0.39,0.41,-0.24,-0.93,-0.33
908,0.65,-0.15,0.44,-0.12,0.3,0.14,0.11,-0.55,0.29,-0.12,-0.44,0.42,0.08,-0.19,0.39,0.41
909,0.16,0.65,0.56,0.24,-0.15,0.44,-0.12,0.3,0.14,0.11,-0.55,0.29,-0.12,-0.44,0.42,0.08
910,0.23,0.16,0.06,-0.22,0.65,0.56,0.24,-0.15,0.44,-0.12,0.3,0.14,0.11,-0.55,0.29,-0.12
911,-0.11,0.23,-0.12,0.08,0.16,0.06,-0.22,0.65,0.56,0.24,-0.15,0.44,-0.12,0.3,0.14,0.11
912,0.19,-0.11,0.82,-0.47,0.23,-0.12,0.08,0.16,0.06,-0.22,0.65,0.56,0.24,-0.15,0.44,-0.12
913,-0.22,0.19,-1.27,-0.24,-0.11,0.82,-0.47,0.23,-0.12,0.08,0.16,0.06,-0.22,0.65,0.56,0.24
914,-0.08,-0.22,0.29,-0.25,0.19,-1.27,-0.24,-0.11,0.82,-0.47,0.23,-0.12,0.08,0.16,0.06,-0.22
915,0.34,-0.08,-0.2,0.02,-0.22,0.29,-0.25,0.19,-1.27,-0.24,-0.11,0.82,-0.47,0.23,-0.12,0.08
916,0.56,0.34,0.09,-0.47,-0.08,-0.2,0.02,-0.22,0.29,-0.25,0.19,-1.27,-0.24,-0.11,0.82,-0.47
917,0.31,0.56,0.43,0.34,0.34,0.09,-0.47,-0.08,-0.2,0.02,-0.22,0.29,-0.25,0.19,-1.27,-0.24
918,-0.79,0.31,-0.2,0.23,0.56,0.43,0.34,0.34,0.09,-0.47,-0.08,-0.2,0.02,-0.22,0.29,-0.25
919,-0.48,-0.79,0.23,-0.14,0.31,-0.2,0.23,0.56,0.43,0.34,0.34,0.09,-0.47,-0.08,-0.2,0.02
920,-0.23,-0.48,0.32,-0.09,-0.79,0.23,-0.14,0.31,-0.2,0.23,0.56,0.43,0.34,0.34,0.09,-0.47
921,0.66,-0.23,-0.31,0.26,-0.48,0.32,-0.09,-0.79,0.23,-0.14,0.31,-0.2,0.23,0.56,0.43,0.34
922,0.13,0.66,-0.66,-0.1,-0.23,-0.31,0.26,-0.48,0.32,-0.09,-0.79,0.23,-0.14,0.31,-0.2,0.23
923,-0.04,0.13,-0.42,0.16,0.66,-0.66,-0.1,-0.23,-0.31,0.26,-0.48,0.32,-0.09,-0.79,0.23,-0.14
924,-0.16,-0.04,-0.17,-0.03,0.13,-0.42,0.16,0.66,-0.66,-0.1,-0.23,-0.31,0.26,-0.48,0.32,-0.09
925,-0.25,-0.16,-0.12,-0.21,-0.04,-0.17,-0.03,0.13,-0.42,0.16,0.66,-0.66,-0.1,-0.23,-0.31,0.26
926,-1.07,-0.25,0.41,0.59,-0.16,-0.12,-0.21,-0.04,-0.17,-0.03,0.13,-0.42,0.16,0.66,-0.66,-0.1
927,-0.24,-1.07,0.19,-0.35,-0.25,0.41,0.59,-0.16,-0.12,-0.21,-0.04,-0.17,-0.03,0.13,-0.42,0.16
928,-0.15,-0.24,0.49,0.01,-1.07,0.19,-0.35,-0.25,0.41,0.59,-0.16,-0.12,-0.21,-0.04,-0.17,-0.03
929,-0.96,-0.15,-0.48,0.23,-0.24,0.49,0.01,-1.07,0.19,-0.35,-0.25,0.41,0.59,-0.16,-0.12,-0.21
930,-0.12,-0.96,0.22,-0.09,-0.15,-0.48,0.23,-0.24,0.49,0.01,-1.07,0.19,-0.35,-0.25,0.41,0.59
931,-0.7,-0.12,-0.97,-0.11,-0.96,0.22,-0.09,-0.15,-0.48,0.23,-0.24,0.49,0.01,-1.07,0.19,-0.35
932,-0.24,-0.7,-1.16,-0.29,-0.12,-0.97,-0.11,-0.96,0.22,-0.09,-0.15,-0.48,0.23,-0.24,0.49,0.01
933,0.99,-0.24,-0.16,0.03,-0.7,-1.16,-0.29,-0.12,-0.97,-0.11,-0.96,0.22,-0.09,-0.15,-0.48,0.23
934,1.13,0.99,0.45,-0.13,-0.24,-0.16,0.03,-0.7,-1.16,-0.29,-0.12,-0.97,-0.11,-0.96,0.22,-0.09
935,0.94,1.13,0.47,0.63,0.99,0.45,-0.13,-0.24,-0.16,0.03,-0.7,-1.16,-0.29,-0.12,-0.97,-0.11
936,-0.62,0.94,0.72,0.31,1.13,0.47,0.63,0.99,0.45,-0.13,-0.24,-0.16,0.03,-0.7,-1.16,-0.29
937,-0.78,-0.62,0.09,0.1,0.94,0.72,0.31,1.13,0.47,0.63,0.99,0.45,-0.13,-0.24,-0.16,0.03
938,0.34,-0.78,-0.08,-0.12,-0.62,0.09,0.1,0.94,0.72,0.31,1.13,0.47,0.63,0.99,0.45,-0.13
939,-0.82,0.34,0.26,0.18,-0.78,-0.08,-0.12,-0.62,0.09,0.1,0.94,0.72,0.31,1.13,0.47,0.63
940,-0.12,-0.82,0.33,0,0.34,0.26,0.18,-0.78,-0.08,-0.12,-0.62,0.09,0.1,0.94,0.72,0.31
941,0.37,-0.12,-0.39,-0.13,-0.82,0.33,0,0.34,0.26,0.18,-0.78,-0.08,-0.12,-0.62,0.09,0.1
942,0.98,0.37,0.05,-0.17,-0.12,-0.39,-0.13,-0.82,0.33,0,0.34,0.26,0.18,-0.78,-0.08,-0.12
943,0.09,0.98,0.5,0.21,0.37,0.05,-0.17,-0.12,-0.39,-0.13,-0.82,0.33,0,0.34,0.26,0.18
944,-0.82,0.09,0.86,-0.03,0.98,0.5,0.21,0.37,0.05,-0.17,-0.12,-0.39,-0.13,-0.82,0.33,0
945,-0.25,-0.82,0.56,-0.14,0.09,0.86,-0.03,0.98,0.5,0.21,0.37,0.05,-0.17,-0.12,-0.39,-0.13
946,-0.32,-0.25,-0.79,-0.11,-0.82,0.56,-0.14,0.09,0.86,-0.03,0.98,0.5,0.21,0.37,0.05,-0.17
947,0.13,-0.32,0.02,-0.06,-0.25,-0.79,-0.11,-0.82,0.56,-0.14,0.09,0.86,-0.03,0.98,0.5,0.21
948,-0.2,0.13,0.42,0.14,-0.32,0.02,-0.06,-0.25,-0.79,-0.11,-0.82,0.56,-0.14,0.09,0.86,-0.03
949,-0.11,-0.2,1.35,-0.1,0.13,0.42,0.14,-0.32,0.02,-0.06,-0.25,-0.79,-0.11,-0.82,0.56,-0.14
950,-0.02,-0.11,0.72,0.09,-0.2,1.35,-0.1,0.13,0.42,0.14,-0.32,0.02,-0.06,-0.25,-0.79,-0.11
